acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.10	0.70	0.08	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.10	0.70	0.08	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.20	0.60	0.07	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.20	0.60	0.20	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.20	0.60	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.20	0.60	0.04	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.30	0.50	0.07	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.30	0.50	0.15	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.30	0.50	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.30	0.50	0.04	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.40	0.40	0.07	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.40	0.40	0.13	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.40	0.40	0.09	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.40	0.40	0.09	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.50	0.30	0.07	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.50	0.30	0.08	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.50	0.30	0.07	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.50	0.30	0.06	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.60	0.20	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.60	0.20	0.09	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.60	0.20	0.07	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.60	0.20	0.09	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.70	0.10	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.70	0.10	0.02	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.70	0.10	0.10	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.70	0.10	0.12	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.20	0.80	0.00	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.20	0.80	0.00	0.05	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.20	0.80	0.00	0.12	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.20	0.80	0.00	0.11	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.10	0.60	0.04	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.10	0.60	0.19	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.10	0.60	0.07	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.10	0.60	0.08	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.20	0.50	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.20	0.50	0.15	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.20	0.50	0.06	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.20	0.50	0.07	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.30	0.40	0.08	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.30	0.40	0.14	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.30	0.40	0.09	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.30	0.40	0.10	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.40	0.30	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.40	0.30	0.13	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.40	0.30	0.07	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.40	0.30	0.08	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.50	0.20	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.50	0.20	0.08	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.50	0.20	0.06	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.50	0.20	0.08	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.60	0.10	0.04	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.60	0.10	0.05	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.60	0.10	0.06	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.60	0.10	0.13	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.30	0.70	-0.00	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.30	0.70	-0.00	0.03	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.30	0.70	-0.00	0.09	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.30	0.70	-0.00	0.14	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.40	0.10	0.50	0.03	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.40	0.10	0.50	0.12	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.40	0.10	0.50	0.08	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.40	0.10	0.50	0.12	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.40	0.20	0.40	0.07	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.40	0.20	0.40	0.14	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.40	0.20	0.40	0.11	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.40	0.20	0.40	0.12	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.40	0.30	0.30	0.08	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.40	0.30	0.30	0.16	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.40	0.30	0.30	0.08	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.40	0.30	0.30	0.08	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.40	0.40	0.20	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.40	0.40	0.20	0.12	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.40	0.40	0.20	0.06	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.40	0.40	0.20	0.10	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.40	0.50	0.10	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.40	0.50	0.10	0.13	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.40	0.50	0.10	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.40	0.50	0.10	0.11	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.40	0.60	0.00	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.40	0.60	0.00	0.11	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.40	0.60	0.00	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.40	0.60	0.00	0.14	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.50	0.10	0.40	0.02	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.50	0.10	0.40	0.12	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.50	0.10	0.40	0.11	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.50	0.10	0.40	0.16	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.50	0.20	0.30	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.50	0.20	0.30	0.16	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.50	0.20	0.30	0.08	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.50	0.20	0.30	0.10	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.50	0.30	0.20	0.08	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.50	0.30	0.20	0.16	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.50	0.30	0.20	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.50	0.30	0.20	0.08	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.50	0.40	0.10	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.50	0.40	0.10	0.14	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.50	0.40	0.10	0.04	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.50	0.40	0.10	0.13	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.50	0.50	0.00	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.50	0.50	0.00	0.18	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.50	0.50	0.00	0.02	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.50	0.50	0.00	0.13	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.60	0.10	0.30	0.02	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.60	0.10	0.30	0.19	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.60	0.10	0.30	0.10	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.60	0.10	0.30	0.17	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.60	0.20	0.20	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.60	0.20	0.20	0.22	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.60	0.20	0.20	0.07	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.60	0.20	0.20	0.12	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.60	0.30	0.10	0.08	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.60	0.30	0.10	0.20	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.60	0.30	0.10	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.60	0.30	0.10	0.11	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.60	0.40	0.00	0.04	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.60	0.40	0.00	0.18	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.60	0.40	0.00	0.04	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.60	0.40	0.00	0.15	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.70	0.10	0.20	0.02	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.70	0.10	0.20	0.18	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.70	0.10	0.20	0.09	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.70	0.10	0.20	0.21	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.70	0.20	0.10	0.03	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.70	0.20	0.10	0.18	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.70	0.20	0.10	0.06	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.70	0.20	0.10	0.18	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.70	0.30	-0.00	0.05	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.70	0.30	-0.00	0.22	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.70	0.30	-0.00	0.03	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.70	0.30	-0.00	0.16	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.80	0.10	0.10	0.06	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.80	0.10	0.10	0.14	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.80	0.10	0.10	0.09	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.80	0.10	0.10	0.29	0.00	
acoustic	MMD	1	laplace	0.04	0.13	0.83	0.09	0.83	0.08	0.76	0.13	0.11	0.80	0.20	-0.00	0.04	0.00	
acoustic	MMD	1	gaussian	0.09	0.02	0.89	0.12	0.82	0.06	0.72	0.21	0.07	0.80	0.20	-0.00	0.21	0.00	
acoustic	MMD	1	dirichlet	0.09	0.11	0.80	0.09	0.77	0.14	0.81	0.10	0.09	0.80	0.20	-0.00	0.05	0.00	
acoustic	MMD	1	ashwin	0.12	0.07	0.82	0.06	0.82	0.11	0.83	0.00	0.17	0.80	0.20	-0.00	0.24	0.00	
acoustic	MMD	2	laplace	0.13	0.08	0.79	0.08	0.78	0.14	0.76	0.14	0.10	0.10	0.10	0.80	0.10	0.00	
acoustic	MMD	2	gaussian	0.03	0.16	0.81	0.06	0.86	0.08	0.72	0.18	0.10	0.10	0.10	0.80	0.41	0.00	
acoustic	MMD	2	dirichlet	0.08	0.09	0.83	0.08	0.79	0.13	0.79	0.11	0.10	0.10	0.10	0.80	0.07	0.00	
acoustic	MMD	2	ashwin	0.11	0.12	0.77	0.05	0.84	0.11	0.80	0.08	0.12	0.10	0.10	0.80	0.05	0.00	
acoustic	MMD	2	laplace	0.13	0.08	0.79	0.08	0.78	0.14	0.76	0.14	0.10	0.10	0.20	0.70	0.08	0.00	
acoustic	MMD	2	gaussian	0.03	0.16	0.81	0.06	0.86	0.08	0.72	0.18	0.10	0.10	0.20	0.70	0.32	0.00	
acoustic	MMD	2	dirichlet	0.08	0.09	0.83	0.08	0.79	0.13	0.79	0.11	0.10	0.10	0.20	0.70	0.06	0.00	
acoustic	MMD	2	ashwin	0.11	0.12	0.77	0.05	0.84	0.11	0.80	0.08	0.12	0.10	0.20	0.70	0.06	0.00	
acoustic	MMD	2	laplace	0.13	0.08	0.79	0.08	0.78	0.14	0.76	0.14	0.10	0.10	0.30	0.60	0.04	0.00	
acoustic	MMD	2	gaussian	0.03	0.16	0.81	0.06	0.86	0.08	0.72	0.18	0.10	0.10	0.30	0.60	0.32	0.00	
acoustic	MMD	2	dirichlet	0.08	0.09	0.83	0.08	0.79	0.13	0.79	0.11	0.10	0.10	0.30	0.60	0.03	0.00	
acoustic	MMD	2	ashwin	0.11	0.12	0.77	0.05	0.84	0.11	0.80	0.08	0.12	0.10	0.30	0.60	0.06	0.00	
acoustic	MMD	2	laplace	0.13	0.08	0.79	0.08	0.78	0.14	0.76	0.14	0.10	0.10	0.40	0.50	0.02	0.00	
acoustic	MMD	2	gaussian	0.03	0.16	0.81	0.06	0.86	0.08	0.72	0.18	0.10	0.10	0.40	0.50	0.28	0.00	
acoustic	MMD	2	dirichlet	0.08	0.09	0.83	0.08	0.79	0.13	0.79	0.11	0.10	0.10	0.40	0.50	0.01	0.00	
